"TIME","GEO","NRG_BAL","SIEC","UNIT","Value","Flag and Footnotes"
"1990","European Union - 27 countries (from 2020)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,489,935.119",""
"1990","European Union - 27 countries (from 2020)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,438,542.892",""
"1990","European Union - 27 countries (from 2020)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,367,830.879",""
"1990","European Union - 27 countries (from 2020)","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,003,902.023",""
"1990","Euro area - 19 countries  (from 2015)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,138,967.653",""
"1990","Euro area - 19 countries  (from 2015)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,091,930.097",""
"1990","Euro area - 19 countries  (from 2015)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,032,030.384",""
"1990","Euro area - 19 countries  (from 2015)","Available for final consumption","Total","Thousand tonnes of oil equivalent","769,941.546",""
"1990","Belgium","Gross available energy","Total","Thousand tonnes of oil equivalent","52,829.989",""
"1990","Belgium","Total energy supply","Total","Thousand tonnes of oil equivalent","47,773.707",""
"1990","Belgium","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","45,630.231",""
"1990","Belgium","Available for final consumption","Total","Thousand tonnes of oil equivalent","31,026.470",""
"1990","Bulgaria","Gross available energy","Total","Thousand tonnes of oil equivalent","28,259.759",""
"1990","Bulgaria","Total energy supply","Total","Thousand tonnes of oil equivalent","27,958.460",""
"1990","Bulgaria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","26,769.649",""
"1990","Bulgaria","Available for final consumption","Total","Thousand tonnes of oil equivalent","17,475.764",""
"1990","Czechia","Gross available energy","Total","Thousand tonnes of oil equivalent","49,994.565",""
"1990","Czechia","Total energy supply","Total","Thousand tonnes of oil equivalent","49,772.048",""
"1990","Czechia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","48,206.859",""
"1990","Czechia","Available for final consumption","Total","Thousand tonnes of oil equivalent","34,687.090",""
"1990","Denmark","Gross available energy","Total","Thousand tonnes of oil equivalent","18,930.860",""
"1990","Denmark","Total energy supply","Total","Thousand tonnes of oil equivalent","17,380.141",""
"1990","Denmark","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","17,606.846",""
"1990","Denmark","Available for final consumption","Total","Thousand tonnes of oil equivalent","13,219.245",""
"1990","Germany (until 1990 former territory of the FRG)","Gross available energy","Total","Thousand tonnes of oil equivalent","358,247.137",""
"1990","Germany (until 1990 former territory of the FRG)","Total energy supply","Total","Thousand tonnes of oil equivalent","351,185.255",""
"1990","Germany (until 1990 former territory of the FRG)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","332,632.998",""
"1990","Germany (until 1990 former territory of the FRG)","Available for final consumption","Total","Thousand tonnes of oil equivalent","241,083.342",""
"1990","Estonia","Gross available energy","Total","Thousand tonnes of oil equivalent","10,926.842",""
"1990","Estonia","Total energy supply","Total","Thousand tonnes of oil equivalent","10,714.391",""
"1990","Estonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","10,486.179",""
"1990","Estonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","6,700.667",""
"1990","Ireland","Gross available energy","Total","Thousand tonnes of oil equivalent","10,289.752",""
"1990","Ireland","Total energy supply","Total","Thousand tonnes of oil equivalent","9,914.506",""
"1990","Ireland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","9,642.651",""
"1990","Ireland","Available for final consumption","Total","Thousand tonnes of oil equivalent","7,590.374",""
"1990","Greece","Gross available energy","Total","Thousand tonnes of oil equivalent","24,743.756",""
"1990","Greece","Total energy supply","Total","Thousand tonnes of oil equivalent","21,381.859",""
"1990","Greece","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","21,526.729",""
"1990","Greece","Available for final consumption","Total","Thousand tonnes of oil equivalent","14,330.371",""
"1990","Spain","Gross available energy","Total","Thousand tonnes of oil equivalent","92,115.084",""
"1990","Spain","Total energy supply","Total","Thousand tonnes of oil equivalent","87,305.322",""
"1990","Spain","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","82,413.368",""
"1990","Spain","Available for final consumption","Total","Thousand tonnes of oil equivalent","60,902.725",""
"1990","France","Gross available energy","Total","Thousand tonnes of oil equivalent","228,903.269",""
"1990","France","Total energy supply","Total","Thousand tonnes of oil equivalent","223,216.652",""
"1990","France","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","213,036.585",""
"1990","France","Available for final consumption","Total","Thousand tonnes of oil equivalent","145,789.562",""
"1990","Croatia","Gross available energy","Total","Thousand tonnes of oil equivalent","9,671.924",""
"1990","Croatia","Total energy supply","Total","Thousand tonnes of oil equivalent","9,459.770",""
"1990","Croatia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","8,921.580",""
"1990","Croatia","Available for final consumption","Total","Thousand tonnes of oil equivalent","7,024.846",""
"1990","Italy","Gross available energy","Total","Thousand tonnes of oil equivalent","150,792.212",""
"1990","Italy","Total energy supply","Total","Thousand tonnes of oil equivalent","146,617.176",""
"1990","Italy","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","137,710.039",""
"1990","Italy","Available for final consumption","Total","Thousand tonnes of oil equivalent","115,094.706",""
"1990","Cyprus","Gross available energy","Total","Thousand tonnes of oil equivalent","1,675.819",""
"1990","Cyprus","Total energy supply","Total","Thousand tonnes of oil equivalent","1,369.779",""
"1990","Cyprus","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,586.675",""
"1990","Cyprus","Available for final consumption","Total","Thousand tonnes of oil equivalent","966.467",""
"1990","Latvia","Gross available energy","Total","Thousand tonnes of oil equivalent","8,425.634",""
"1990","Latvia","Total energy supply","Total","Thousand tonnes of oil equivalent","7,880.616",""
"1990","Latvia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","7,873.890",""
"1990","Latvia","Available for final consumption","Total","Thousand tonnes of oil equivalent","6,420.793",""
"1990","Lithuania","Gross available energy","Total","Thousand tonnes of oil equivalent","16,387.100",""
"1990","Lithuania","Total energy supply","Total","Thousand tonnes of oil equivalent","16,159.713",""
"1990","Lithuania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","15,337.044",""
"1990","Lithuania","Available for final consumption","Total","Thousand tonnes of oil equivalent","10,404.703",""
"1990","Luxembourg","Gross available energy","Total","Thousand tonnes of oil equivalent","3,510.919",""
"1990","Luxembourg","Total energy supply","Total","Thousand tonnes of oil equivalent","3,379.137",""
"1990","Luxembourg","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","3,489.657",""
"1990","Luxembourg","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,768.721",""
"1990","Hungary","Gross available energy","Total","Thousand tonnes of oil equivalent","29,149.536",""
"1990","Hungary","Total energy supply","Total","Thousand tonnes of oil equivalent","28,981.007",""
"1990","Hungary","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","27,399.097",""
"1990","Hungary","Available for final consumption","Total","Thousand tonnes of oil equivalent","20,541.724",""
"1990","Malta","Gross available energy","Total","Thousand tonnes of oil equivalent","798.247",""
"1990","Malta","Total energy supply","Total","Thousand tonnes of oil equivalent","694.325",""
"1990","Malta","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","762.296",""
"1990","Malta","Available for final consumption","Total","Thousand tonnes of oil equivalent","268.630",""
"1990","Netherlands","Gross available energy","Total","Thousand tonnes of oil equivalent","79,894.380",""
"1990","Netherlands","Total energy supply","Total","Thousand tonnes of oil equivalent","67,237.951",""
"1990","Netherlands","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","58,495.680",""
"1990","Netherlands","Available for final consumption","Total","Thousand tonnes of oil equivalent","52,442.471",""
"1990","Austria","Gross available energy","Total","Thousand tonnes of oil equivalent","25,345.320",""
"1990","Austria","Total energy supply","Total","Thousand tonnes of oil equivalent","25,037.433",""
"1990","Austria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","23,708.951",""
"1990","Austria","Available for final consumption","Total","Thousand tonnes of oil equivalent","19,595.348",""
"1990","Poland","Gross available energy","Total","Thousand tonnes of oil equivalent","103,740.241",""
"1990","Poland","Total energy supply","Total","Thousand tonnes of oil equivalent","103,117.181",""
"1990","Poland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","99,117.651",""
"1990","Poland","Available for final consumption","Total","Thousand tonnes of oil equivalent","65,576.609",""
"1990","Portugal","Gross available energy","Total","Thousand tonnes of oil equivalent","17,854.442",""
"1990","Portugal","Total energy supply","Total","Thousand tonnes of oil equivalent","16,765.183",""
"1990","Portugal","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","15,115.224",""
"1990","Portugal","Available for final consumption","Total","Thousand tonnes of oil equivalent","14,024.999",""
"1990","Romania","Gross available energy","Total","Thousand tonnes of oil equivalent","63,183.171",""
"1990","Romania","Total energy supply","Total","Thousand tonnes of oil equivalent","62,944.069",""
"1990","Romania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","62,364.507",""
"1990","Romania","Available for final consumption","Total","Thousand tonnes of oil equivalent","43,973.743",""
"1990","Slovenia","Gross available energy","Total","Thousand tonnes of oil equivalent","5,733.851",""
"1990","Slovenia","Total energy supply","Total","Thousand tonnes of oil equivalent","5,706.465",""
"1990","Slovenia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","5,724.593",""
"1990","Slovenia","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,723.430",""
"1990","Slovakia","Gross available energy","Total","Thousand tonnes of oil equivalent","21,281.939",""
"1990","Slovakia","Total energy supply","Total","Thousand tonnes of oil equivalent","21,281.939",""
"1990","Slovakia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","19,660.731",""
"1990","Slovakia","Available for final consumption","Total","Thousand tonnes of oil equivalent","15,163.938",""
"1990","Finland","Gross available energy","Total","Thousand tonnes of oil equivalent","29,211.961",""
"1990","Finland","Total energy supply","Total","Thousand tonnes of oil equivalent","28,308.688",""
"1990","Finland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","27,196.863",""
"1990","Finland","Available for final consumption","Total","Thousand tonnes of oil equivalent","21,643.829",""
"1990","Sweden","Gross available energy","Total","Thousand tonnes of oil equivalent","48,037.410",""
"1990","Sweden","Total energy supply","Total","Thousand tonnes of oil equivalent","47,000.119",""
"1990","Sweden","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","45,414.306",""
"1990","Sweden","Available for final consumption","Total","Thousand tonnes of oil equivalent","31,461.456",""
"1990","Iceland","Gross available energy","Total","Thousand tonnes of oil equivalent","2,420.740",""
"1990","Iceland","Total energy supply","Total","Thousand tonnes of oil equivalent","2,314.117",""
"1990","Iceland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,323.205",""
"1990","Iceland","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,458.251",""
"1990","Norway","Gross available energy","Total","Thousand tonnes of oil equivalent","21,358.997",""
"1990","Norway","Total energy supply","Total","Thousand tonnes of oil equivalent","20,480.434",""
"1990","Norway","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","19,019.549",""
"1990","Norway","Available for final consumption","Total","Thousand tonnes of oil equivalent","17,336.086",""
"1990","United Kingdom","Gross available energy","Total","Thousand tonnes of oil equivalent","214,547.313",""
"1990","United Kingdom","Total energy supply","Total","Thousand tonnes of oil equivalent","205,503.339",""
"1990","United Kingdom","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","201,145.589",""
"1990","United Kingdom","Available for final consumption","Total","Thousand tonnes of oil equivalent","137,088.849",""
"1990","Montenegro","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1990","Montenegro","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1990","Montenegro","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1990","Montenegro","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1990","North Macedonia","Gross available energy","Total","Thousand tonnes of oil equivalent","2,465.773",""
"1990","North Macedonia","Total energy supply","Total","Thousand tonnes of oil equivalent","2,460.507",""
"1990","North Macedonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,385.120",""
"1990","North Macedonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,538.092",""
"1990","Albania","Gross available energy","Total","Thousand tonnes of oil equivalent","2,672.987",""
"1990","Albania","Total energy supply","Total","Thousand tonnes of oil equivalent","2,672.987",""
"1990","Albania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,406.034",""
"1990","Albania","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,189.897",""
"1990","Serbia","Gross available energy","Total","Thousand tonnes of oil equivalent","19,689.163",""
"1990","Serbia","Total energy supply","Total","Thousand tonnes of oil equivalent","19,545.378",""
"1990","Serbia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","19,263.253",""
"1990","Serbia","Available for final consumption","Total","Thousand tonnes of oil equivalent","12,025.132",""
"1990","Türkiye","Gross available energy","Total","Thousand tonnes of oil equivalent","51,909.509",""
"1990","Türkiye","Total energy supply","Total","Thousand tonnes of oil equivalent","51,604.916",""
"1990","Türkiye","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","48,959.993",""
"1990","Türkiye","Available for final consumption","Total","Thousand tonnes of oil equivalent","40,064.848",""
"1990","Bosnia and Herzegovina","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1990","Bosnia and Herzegovina","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1990","Bosnia and Herzegovina","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1990","Bosnia and Herzegovina","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1990","Moldova","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1990","Moldova","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1990","Moldova","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1990","Moldova","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1990","Ukraine","Gross available energy","Total","Thousand tonnes of oil equivalent","253,869.317",""
"1990","Ukraine","Total energy supply","Total","Thousand tonnes of oil equivalent","251,805.999",""
"1990","Ukraine","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","247,402.851",""
"1990","Ukraine","Available for final consumption","Total","Thousand tonnes of oil equivalent","147,676.430",""
"1990","Georgia","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1990","Georgia","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1990","Georgia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1990","Georgia","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1991","European Union - 27 countries (from 2020)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,484,161.574",""
"1991","European Union - 27 countries (from 2020)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,433,302.610",""
"1991","European Union - 27 countries (from 2020)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,363,883.328",""
"1991","European Union - 27 countries (from 2020)","Available for final consumption","Total","Thousand tonnes of oil equivalent","998,062.838",""
"1991","Euro area - 19 countries  (from 2015)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,156,206.825",""
"1991","Euro area - 19 countries  (from 2015)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,109,334.613",""
"1991","Euro area - 19 countries  (from 2015)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,049,092.175",""
"1991","Euro area - 19 countries  (from 2015)","Available for final consumption","Total","Thousand tonnes of oil equivalent","782,083.336",""
"1991","Belgium","Gross available energy","Total","Thousand tonnes of oil equivalent","55,039.087",""
"1991","Belgium","Total energy supply","Total","Thousand tonnes of oil equivalent","49,934.642",""
"1991","Belgium","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","47,508.360",""
"1991","Belgium","Available for final consumption","Total","Thousand tonnes of oil equivalent","33,076.023",""
"1991","Bulgaria","Gross available energy","Total","Thousand tonnes of oil equivalent","22,923.431",""
"1991","Bulgaria","Total energy supply","Total","Thousand tonnes of oil equivalent","22,387.351",""
"1991","Bulgaria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","21,741.646",""
"1991","Bulgaria","Available for final consumption","Total","Thousand tonnes of oil equivalent","12,989.771",""
"1991","Czechia","Gross available energy","Total","Thousand tonnes of oil equivalent","45,359.222",""
"1991","Czechia","Total energy supply","Total","Thousand tonnes of oil equivalent","45,202.392",""
"1991","Czechia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","44,168.924",""
"1991","Czechia","Available for final consumption","Total","Thousand tonnes of oil equivalent","30,840.395",""
"1991","Denmark","Gross available energy","Total","Thousand tonnes of oil equivalent","20,686.528",""
"1991","Denmark","Total energy supply","Total","Thousand tonnes of oil equivalent","19,277.610",""
"1991","Denmark","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","19,465.476",""
"1991","Denmark","Available for final consumption","Total","Thousand tonnes of oil equivalent","13,891.196",""
"1991","Germany (until 1990 former territory of the FRG)","Gross available energy","Total","Thousand tonnes of oil equivalent","350,399.611",""
"1991","Germany (until 1990 former territory of the FRG)","Total energy supply","Total","Thousand tonnes of oil equivalent","343,966.934",""
"1991","Germany (until 1990 former territory of the FRG)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","326,495.891",""
"1991","Germany (until 1990 former territory of the FRG)","Available for final consumption","Total","Thousand tonnes of oil equivalent","235,993.614",""
"1991","Estonia","Gross available energy","Total","Thousand tonnes of oil equivalent","10,173.015",""
"1991","Estonia","Total energy supply","Total","Thousand tonnes of oil equivalent","9,928.838",""
"1991","Estonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","9,725.819",""
"1991","Estonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","6,483.552",""
"1991","Ireland","Gross available energy","Total","Thousand tonnes of oil equivalent","10,447.125",""
"1991","Ireland","Total energy supply","Total","Thousand tonnes of oil equivalent","10,069.665",""
"1991","Ireland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","9,767.780",""
"1991","Ireland","Available for final consumption","Total","Thousand tonnes of oil equivalent","7,639.249",""
"1991","Greece","Gross available energy","Total","Thousand tonnes of oil equivalent","24,630.042",""
"1991","Greece","Total energy supply","Total","Thousand tonnes of oil equivalent","21,580.587",""
"1991","Greece","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","21,707.358",""
"1991","Greece","Available for final consumption","Total","Thousand tonnes of oil equivalent","14,823.700",""
"1991","Spain","Gross available energy","Total","Thousand tonnes of oil equivalent","95,767.914",""
"1991","Spain","Total energy supply","Total","Thousand tonnes of oil equivalent","90,521.425",""
"1991","Spain","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","85,289.640",""
"1991","Spain","Available for final consumption","Total","Thousand tonnes of oil equivalent","64,046.282",""
"1991","France","Gross available energy","Total","Thousand tonnes of oil equivalent","241,668.977",""
"1991","France","Total energy supply","Total","Thousand tonnes of oil equivalent","236,155.086",""
"1991","France","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","224,022.968",""
"1991","France","Available for final consumption","Total","Thousand tonnes of oil equivalent","153,359.654",""
"1991","Croatia","Gross available energy","Total","Thousand tonnes of oil equivalent","8,201.589",""
"1991","Croatia","Total energy supply","Total","Thousand tonnes of oil equivalent","8,170.090",""
"1991","Croatia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","7,459.722",""
"1991","Croatia","Available for final consumption","Total","Thousand tonnes of oil equivalent","6,357.436",""
"1991","Italy","Gross available energy","Total","Thousand tonnes of oil equivalent","154,494.783",""
"1991","Italy","Total energy supply","Total","Thousand tonnes of oil equivalent","150,231.079",""
"1991","Italy","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","141,673.455",""
"1991","Italy","Available for final consumption","Total","Thousand tonnes of oil equivalent","117,311.445",""
"1991","Cyprus","Gross available energy","Total","Thousand tonnes of oil equivalent","1,746.029",""
"1991","Cyprus","Total energy supply","Total","Thousand tonnes of oil equivalent","1,395.820",""
"1991","Cyprus","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,668.663",""
"1991","Cyprus","Available for final consumption","Total","Thousand tonnes of oil equivalent","972.374",""
"1991","Latvia","Gross available energy","Total","Thousand tonnes of oil equivalent","7,653.485",""
"1991","Latvia","Total energy supply","Total","Thousand tonnes of oil equivalent","7,413.934",""
"1991","Latvia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","7,472.996",""
"1991","Latvia","Available for final consumption","Total","Thousand tonnes of oil equivalent","6,169.566",""
"1991","Lithuania","Gross available energy","Total","Thousand tonnes of oil equivalent","17,429.338",""
"1991","Lithuania","Total energy supply","Total","Thousand tonnes of oil equivalent","17,115.046",""
"1991","Lithuania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","16,150.878",""
"1991","Lithuania","Available for final consumption","Total","Thousand tonnes of oil equivalent","11,036.052",""
"1991","Luxembourg","Gross available energy","Total","Thousand tonnes of oil equivalent","3,745.320",""
"1991","Luxembourg","Total energy supply","Total","Thousand tonnes of oil equivalent","3,608.390",""
"1991","Luxembourg","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","3,726.852",""
"1991","Luxembourg","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,985.839",""
"1991","Hungary","Gross available energy","Total","Thousand tonnes of oil equivalent","27,811.044",""
"1991","Hungary","Total energy supply","Total","Thousand tonnes of oil equivalent","27,678.327",""
"1991","Hungary","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","26,390.415",""
"1991","Hungary","Available for final consumption","Total","Thousand tonnes of oil equivalent","19,420.740",""
"1991","Malta","Gross available energy","Total","Thousand tonnes of oil equivalent","796.725",""
"1991","Malta","Total energy supply","Total","Thousand tonnes of oil equivalent","672.621",""
"1991","Malta","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","751.125",""
"1991","Malta","Available for final consumption","Total","Thousand tonnes of oil equivalent","313.588",""
"1991","Netherlands","Gross available energy","Total","Thousand tonnes of oil equivalent","82,933.919",""
"1991","Netherlands","Total energy supply","Total","Thousand tonnes of oil equivalent","69,786.644",""
"1991","Netherlands","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","61,464.257",""
"1991","Netherlands","Available for final consumption","Total","Thousand tonnes of oil equivalent","54,494.485",""
"1991","Austria","Gross available energy","Total","Thousand tonnes of oil equivalent","26,954.929",""
"1991","Austria","Total energy supply","Total","Thousand tonnes of oil equivalent","26,612.630",""
"1991","Austria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","25,349.047",""
"1991","Austria","Available for final consumption","Total","Thousand tonnes of oil equivalent","21,006.805",""
"1991","Poland","Gross available energy","Total","Thousand tonnes of oil equivalent","101,444.134",""
"1991","Poland","Total energy supply","Total","Thousand tonnes of oil equivalent","101,054.892",""
"1991","Poland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","97,860.693",""
"1991","Poland","Available for final consumption","Total","Thousand tonnes of oil equivalent","64,733.639",""
"1991","Portugal","Gross available energy","Total","Thousand tonnes of oil equivalent","18,094.816",""
"1991","Portugal","Total energy supply","Total","Thousand tonnes of oil equivalent","16,973.707",""
"1991","Portugal","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","15,672.520",""
"1991","Portugal","Available for final consumption","Total","Thousand tonnes of oil equivalent","13,549.140",""
"1991","Romania","Gross available energy","Total","Thousand tonnes of oil equivalent","51,885.400",""
"1991","Romania","Total energy supply","Total","Thousand tonnes of oil equivalent","51,715.817",""
"1991","Romania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","50,580.172",""
"1991","Romania","Available for final consumption","Total","Thousand tonnes of oil equivalent","35,620.084",""
"1991","Slovenia","Gross available energy","Total","Thousand tonnes of oil equivalent","5,572.577",""
"1991","Slovenia","Total energy supply","Total","Thousand tonnes of oil equivalent","5,564.150",""
"1991","Slovenia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","5,544.968",""
"1991","Slovenia","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,752.181",""
"1991","Slovakia","Gross available energy","Total","Thousand tonnes of oil equivalent","19,092.974",""
"1991","Slovakia","Total energy supply","Total","Thousand tonnes of oil equivalent","19,092.974",""
"1991","Slovakia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","17,740.162",""
"1991","Slovakia","Available for final consumption","Total","Thousand tonnes of oil equivalent","13,074.821",""
"1991","Finland","Gross available energy","Total","Thousand tonnes of oil equivalent","29,566.159",""
"1991","Finland","Total energy supply","Total","Thousand tonnes of oil equivalent","28,710.441",""
"1991","Finland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","27,359.436",""
"1991","Finland","Available for final consumption","Total","Thousand tonnes of oil equivalent","21,994.966",""
"1991","Sweden","Gross available energy","Total","Thousand tonnes of oil equivalent","49,643.401",""
"1991","Sweden","Total energy supply","Total","Thousand tonnes of oil equivalent","48,481.518",""
"1991","Sweden","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","47,124.105",""
"1991","Sweden","Available for final consumption","Total","Thousand tonnes of oil equivalent","32,126.241",""
"1991","Iceland","Gross available energy","Total","Thousand tonnes of oil equivalent","2,194.219",""
"1991","Iceland","Total energy supply","Total","Thousand tonnes of oil equivalent","2,116.589",""
"1991","Iceland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,120.262",""
"1991","Iceland","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,371.887",""
"1991","Norway","Gross available energy","Total","Thousand tonnes of oil equivalent","21,815.504",""
"1991","Norway","Total energy supply","Total","Thousand tonnes of oil equivalent","21,011.279",""
"1991","Norway","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","19,556.232",""
"1991","Norway","Available for final consumption","Total","Thousand tonnes of oil equivalent","18,205.113",""
