"TIME","GEO","NRG_BAL","SIEC","UNIT","Value","Flag and Footnotes"
"1998","North Macedonia","Gross available energy","Total","Thousand tonnes of oil equivalent","2,905.499",""
"1998","North Macedonia","Total energy supply","Total","Thousand tonnes of oil equivalent","2,888.646",""
"1998","North Macedonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,872.853",""
"1998","North Macedonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,636.874",""
"1998","Albania","Gross available energy","Total","Thousand tonnes of oil equivalent","1,336.329",""
"1998","Albania","Total energy supply","Total","Thousand tonnes of oil equivalent","1,336.329",""
"1998","Albania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,321.433",""
"1998","Albania","Available for final consumption","Total","Thousand tonnes of oil equivalent","940.142",""
"1998","Serbia","Gross available energy","Total","Thousand tonnes of oil equivalent","17,275.911",""
"1998","Serbia","Total energy supply","Total","Thousand tonnes of oil equivalent","17,208.127",""
"1998","Serbia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","16,949.328",""
"1998","Serbia","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,669.052",""
"1998","Türkiye","Gross available energy","Total","Thousand tonnes of oil equivalent","71,479.318",""
"1998","Türkiye","Total energy supply","Total","Thousand tonnes of oil equivalent","70,810.805",""
"1998","Türkiye","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","66,470.903",""
"1998","Türkiye","Available for final consumption","Total","Thousand tonnes of oil equivalent","53,925.480",""
"1998","Bosnia and Herzegovina","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1998","Bosnia and Herzegovina","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1998","Bosnia and Herzegovina","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1998","Bosnia and Herzegovina","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1998","Kosovo (under United Nations Security Council Resolution 1244/99)","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1998","Kosovo (under United Nations Security Council Resolution 1244/99)","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1998","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1998","Kosovo (under United Nations Security Council Resolution 1244/99)","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1998","Moldova","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1998","Moldova","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1998","Moldova","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1998","Moldova","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1998","Ukraine","Gross available energy","Total","Thousand tonnes of oil equivalent","135,733.275",""
"1998","Ukraine","Total energy supply","Total","Thousand tonnes of oil equivalent","135,513.489",""
"1998","Ukraine","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","134,191.148",""
"1998","Ukraine","Available for final consumption","Total","Thousand tonnes of oil equivalent","76,914.718",""
"1998","Georgia","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1998","Georgia","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1998","Georgia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1998","Georgia","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1999","European Union - 27 countries (from 2020)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,524,556.334",""
"1999","European Union - 27 countries (from 2020)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,459,776.098",""
"1999","European Union - 27 countries (from 2020)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,388,380.364",""
"1999","European Union - 27 countries (from 2020)","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,019,050.369",""
"1999","Euro area - 19 countries  (from 2015)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,229,500.689",""
"1999","Euro area - 19 countries  (from 2015)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,170,304.962",""
"1999","Euro area - 19 countries  (from 2015)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,109,396.197",""
"1999","Euro area - 19 countries  (from 2015)","Available for final consumption","Total","Thousand tonnes of oil equivalent","824,920.716",""
"1999","Belgium","Gross available energy","Total","Thousand tonnes of oil equivalent","63,368.591",""
"1999","Belgium","Total energy supply","Total","Thousand tonnes of oil equivalent","57,261.777",""
"1999","Belgium","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","52,277.204",""
"1999","Belgium","Available for final consumption","Total","Thousand tonnes of oil equivalent","39,759.542",""
"1999","Bulgaria","Gross available energy","Total","Thousand tonnes of oil equivalent","18,327.268",""
"1999","Bulgaria","Total energy supply","Total","Thousand tonnes of oil equivalent","18,247.489",""
"1999","Bulgaria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","17,443.404",""
"1999","Bulgaria","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,225.349",""
"1999","Czechia","Gross available energy","Total","Thousand tonnes of oil equivalent","39,253.946",""
"1999","Czechia","Total energy supply","Total","Thousand tonnes of oil equivalent","39,117.311",""
"1999","Czechia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","36,979.052",""
"1999","Czechia","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,416.385",""
"1999","Denmark","Gross available energy","Total","Thousand tonnes of oil equivalent","21,332.101",""
"1999","Denmark","Total energy supply","Total","Thousand tonnes of oil equivalent","19,260.729",""
"1999","Denmark","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","19,633.049",""
"1999","Denmark","Available for final consumption","Total","Thousand tonnes of oil equivalent","14,540.868",""
"1999","Germany (until 1990 former territory of the FRG)","Gross available energy","Total","Thousand tonnes of oil equivalent","342,513.439",""
"1999","Germany (until 1990 former territory of the FRG)","Total energy supply","Total","Thousand tonnes of oil equivalent","334,118.746",""
"1999","Germany (until 1990 former territory of the FRG)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","315,565.531",""
"1999","Germany (until 1990 former territory of the FRG)","Available for final consumption","Total","Thousand tonnes of oil equivalent","234,871.477",""
"1999","Estonia","Gross available energy","Total","Thousand tonnes of oil equivalent","5,061.099",""
"1999","Estonia","Total energy supply","Total","Thousand tonnes of oil equivalent","4,930.085",""
"1999","Estonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,791.415",""
"1999","Estonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,749.804",""
"1999","Ireland","Gross available energy","Total","Thousand tonnes of oil equivalent","13,945.166",""
"1999","Ireland","Total energy supply","Total","Thousand tonnes of oil equivalent","13,254.656",""
"1999","Ireland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","13,161.640",""
"1999","Ireland","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,799.238",""
"1999","Greece","Gross available energy","Total","Thousand tonnes of oil equivalent","29,777.467",""
"1999","Greece","Total energy supply","Total","Thousand tonnes of oil equivalent","25,703.435",""
"1999","Greece","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","26,026.568",""
"1999","Greece","Available for final consumption","Total","Thousand tonnes of oil equivalent","17,798.663",""
"1999","Spain","Gross available energy","Total","Thousand tonnes of oil equivalent","124,581.277",""
"1999","Spain","Total energy supply","Total","Thousand tonnes of oil equivalent","116,101.726",""
"1999","Spain","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","109,728.741",""
"1999","Spain","Available for final consumption","Total","Thousand tonnes of oil equivalent","80,801.351",""
"1999","France","Gross available energy","Total","Thousand tonnes of oil equivalent","256,213.933",""
"1999","France","Total energy supply","Total","Thousand tonnes of oil equivalent","248,461.600",""
"1999","France","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","236,580.144",""
"1999","France","Available for final consumption","Total","Thousand tonnes of oil equivalent","156,754.870",""
"1999","Croatia","Gross available energy","Total","Thousand tonnes of oil equivalent","8,808.328",""
"1999","Croatia","Total energy supply","Total","Thousand tonnes of oil equivalent","8,704.430",""
"1999","Croatia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","8,113.729",""
"1999","Croatia","Available for final consumption","Total","Thousand tonnes of oil equivalent","6,766.993",""
"1999","Italy","Gross available energy","Total","Thousand tonnes of oil equivalent","172,574.159",""
"1999","Italy","Total energy supply","Total","Thousand tonnes of oil equivalent","168,510.683",""
"1999","Italy","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","162,254.851",""
"1999","Italy","Available for final consumption","Total","Thousand tonnes of oil equivalent","128,431.592",""
"1999","Cyprus","Gross available energy","Total","Thousand tonnes of oil equivalent","2,420.579",""
"1999","Cyprus","Total energy supply","Total","Thousand tonnes of oil equivalent","1,990.080",""
"1999","Cyprus","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,177.899",""
"1999","Cyprus","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,331.796",""
"1999","Latvia","Gross available energy","Total","Thousand tonnes of oil equivalent","4,031.649",""
"1999","Latvia","Total energy supply","Total","Thousand tonnes of oil equivalent","3,991.578",""
"1999","Latvia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","3,939.517",""
"1999","Latvia","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,304.330",""
"1999","Lithuania","Gross available energy","Total","Thousand tonnes of oil equivalent","8,163.052",""
"1999","Lithuania","Total energy supply","Total","Thousand tonnes of oil equivalent","8,064.203",""
"1999","Lithuania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","7,314.467",""
"1999","Lithuania","Available for final consumption","Total","Thousand tonnes of oil equivalent","4,651.218",""
"1999","Luxembourg","Gross available energy","Total","Thousand tonnes of oil equivalent","3,445.379",""
"1999","Luxembourg","Total energy supply","Total","Thousand tonnes of oil equivalent","3,112.836",""
"1999","Luxembourg","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","3,405.052",""
"1999","Luxembourg","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,026.892",""
"1999","Hungary","Gross available energy","Total","Thousand tonnes of oil equivalent","25,722.033",""
"1999","Hungary","Total energy supply","Total","Thousand tonnes of oil equivalent","25,507.143",""
"1999","Hungary","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","24,404.549",""
"1999","Hungary","Available for final consumption","Total","Thousand tonnes of oil equivalent","17,218.231",""
"1999","Malta","Gross available energy","Total","Thousand tonnes of oil equivalent","867.123",""
"1999","Malta","Total energy supply","Total","Thousand tonnes of oil equivalent","760.578",""
"1999","Malta","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","815.723",""
"1999","Malta","Available for final consumption","Total","Thousand tonnes of oil equivalent","361.777",""
"1999","Netherlands","Gross available energy","Total","Thousand tonnes of oil equivalent","89,937.535",""
"1999","Netherlands","Total energy supply","Total","Thousand tonnes of oil equivalent","74,166.624",""
"1999","Netherlands","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","66,530.816",""
"1999","Netherlands","Available for final consumption","Total","Thousand tonnes of oil equivalent","58,220.431",""
"1999","Austria","Gross available energy","Total","Thousand tonnes of oil equivalent","29,308.134",""
"1999","Austria","Total energy supply","Total","Thousand tonnes of oil equivalent","28,781.964",""
"1999","Austria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","27,610.142",""
"1999","Austria","Available for final consumption","Total","Thousand tonnes of oil equivalent","23,426.813",""
"1999","Poland","Gross available energy","Total","Thousand tonnes of oil equivalent","93,453.133",""
"1999","Poland","Total energy supply","Total","Thousand tonnes of oil equivalent","92,822.434",""
"1999","Poland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","89,496.851",""
"1999","Poland","Available for final consumption","Total","Thousand tonnes of oil equivalent","61,690.882",""
"1999","Portugal","Gross available energy","Total","Thousand tonnes of oil equivalent","25,765.736",""
"1999","Portugal","Total energy supply","Total","Thousand tonnes of oil equivalent","24,530.599",""
"1999","Portugal","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","22,745.590",""
"1999","Portugal","Available for final consumption","Total","Thousand tonnes of oil equivalent","18,829.036",""
"1999","Romania","Gross available energy","Total","Thousand tonnes of oil equivalent","36,391.705",""
"1999","Romania","Total energy supply","Total","Thousand tonnes of oil equivalent","36,257.935",""
"1999","Romania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","34,598.223",""
"1999","Romania","Available for final consumption","Total","Thousand tonnes of oil equivalent","24,075.516",""
"1999","Slovenia","Gross available energy","Total","Thousand tonnes of oil equivalent","6,462.655",""
"1999","Slovenia","Total energy supply","Total","Thousand tonnes of oil equivalent","6,441.589",""
"1999","Slovenia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,220.658",""
"1999","Slovenia","Available for final consumption","Total","Thousand tonnes of oil equivalent","4,727.213",""
"1999","Slovakia","Gross available energy","Total","Thousand tonnes of oil equivalent","17,631.636",""
"1999","Slovakia","Total energy supply","Total","Thousand tonnes of oil equivalent","17,610.570",""
"1999","Slovakia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","16,439.473",""
"1999","Slovakia","Available for final consumption","Total","Thousand tonnes of oil equivalent","11,560.197",""
"1999","Finland","Gross available energy","Total","Thousand tonnes of oil equivalent","33,432.080",""
"1999","Finland","Total energy supply","Total","Thousand tonnes of oil equivalent","32,511.633",""
"1999","Finland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","31,810.766",""
"1999","Finland","Available for final consumption","Total","Thousand tonnes of oil equivalent","24,514.476",""
"1999","Sweden","Gross available energy","Total","Thousand tonnes of oil equivalent","51,767.131",""
"1999","Sweden","Total energy supply","Total","Thousand tonnes of oil equivalent","49,553.665",""
"1999","Sweden","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","48,315.310",""
"1999","Sweden","Available for final consumption","Total","Thousand tonnes of oil equivalent","35,195.429",""
"1999","Iceland","Gross available energy","Total","Thousand tonnes of oil equivalent","3,052.952",""
"1999","Iceland","Total energy supply","Total","Thousand tonnes of oil equivalent","2,879.566",""
"1999","Iceland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,878.783",""
"1999","Iceland","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,777.068",""
"1999","Norway","Gross available energy","Total","Thousand tonnes of oil equivalent","26,865.208",""
"1999","Norway","Total energy supply","Total","Thousand tonnes of oil equivalent","25,556.478",""
"1999","Norway","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","24,203.875",""
"1999","Norway","Available for final consumption","Total","Thousand tonnes of oil equivalent","19,591.379",""
"1999","United Kingdom","Gross available energy","Total","Thousand tonnes of oil equivalent","233,786.058",""
"1999","United Kingdom","Total energy supply","Total","Thousand tonnes of oil equivalent","221,624.145",""
"1999","United Kingdom","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","219,450.222",""
"1999","United Kingdom","Available for final consumption","Total","Thousand tonnes of oil equivalent","150,013.234",""
"1999","Montenegro","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1999","Montenegro","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1999","Montenegro","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1999","Montenegro","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1999","North Macedonia","Gross available energy","Total","Thousand tonnes of oil equivalent","2,751.971",""
"1999","North Macedonia","Total energy supply","Total","Thousand tonnes of oil equivalent","2,712.998",""
"1999","North Macedonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,731.808",""
"1999","North Macedonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,622.751",""
"1999","Albania","Gross available energy","Total","Thousand tonnes of oil equivalent","1,843.378",""
"1999","Albania","Total energy supply","Total","Thousand tonnes of oil equivalent","1,805.378",""
"1999","Albania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,776.897",""
"1999","Albania","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,571.516",""
"1999","Serbia","Gross available energy","Total","Thousand tonnes of oil equivalent","12,530.745",""
"1999","Serbia","Total energy supply","Total","Thousand tonnes of oil equivalent","12,498.907",""
"1999","Serbia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","12,296.488",""
"1999","Serbia","Available for final consumption","Total","Thousand tonnes of oil equivalent","6,894.980",""
"1999","Türkiye","Gross available energy","Total","Thousand tonnes of oil equivalent","70,505.905",""
"1999","Türkiye","Total energy supply","Total","Thousand tonnes of oil equivalent","69,718.234",""
"1999","Türkiye","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","66,501.090",""
"1999","Türkiye","Available for final consumption","Total","Thousand tonnes of oil equivalent","52,109.862",""
"1999","Bosnia and Herzegovina","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1999","Bosnia and Herzegovina","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1999","Bosnia and Herzegovina","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1999","Bosnia and Herzegovina","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1999","Moldova","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1999","Moldova","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1999","Moldova","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1999","Moldova","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1999","Ukraine","Gross available energy","Total","Thousand tonnes of oil equivalent","135,182.275",""
"1999","Ukraine","Total energy supply","Total","Thousand tonnes of oil equivalent","134,888.542",""
"1999","Ukraine","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","133,747.135",""
"1999","Ukraine","Available for final consumption","Total","Thousand tonnes of oil equivalent","75,757.446",""
"1999","Georgia","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1999","Georgia","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1999","Georgia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1999","Georgia","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"2000","European Union - 27 countries (from 2020)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,538,644.484",""
"2000","European Union - 27 countries (from 2020)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,469,693.033",""
"2000","European Union - 27 countries (from 2020)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,396,500.677",""
"2000","European Union - 27 countries (from 2020)","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,022,877.523",""
"2000","Euro area - 19 countries  (from 2015)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,248,845.637",""
"2000","Euro area - 19 countries  (from 2015)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,185,373.620",""
"2000","Euro area - 19 countries  (from 2015)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,123,485.619",""
"2000","Euro area - 19 countries  (from 2015)","Available for final consumption","Total","Thousand tonnes of oil equivalent","832,524.628",""
"2000","Belgium","Gross available energy","Total","Thousand tonnes of oil equivalent","64,778.796",""
"2000","Belgium","Total energy supply","Total","Thousand tonnes of oil equivalent","57,928.104",""
"2000","Belgium","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","52,435.821",""
"2000","Belgium","Available for final consumption","Total","Thousand tonnes of oil equivalent","40,820.752",""
"2000","Bulgaria","Gross available energy","Total","Thousand tonnes of oil equivalent","18,700.121",""
"2000","Bulgaria","Total energy supply","Total","Thousand tonnes of oil equivalent","18,552.232",""
"2000","Bulgaria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","17,650.012",""
"2000","Bulgaria","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,640.690",""
"2000","Czechia","Gross available energy","Total","Thousand tonnes of oil equivalent","41,289.715",""
"2000","Czechia","Total energy supply","Total","Thousand tonnes of oil equivalent","41,128.432",""
"2000","Czechia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","39,146.123",""
"2000","Czechia","Available for final consumption","Total","Thousand tonnes of oil equivalent","26,416.849",""
"2000","Denmark","Gross available energy","Total","Thousand tonnes of oil equivalent","20,791.268",""
"2000","Denmark","Total energy supply","Total","Thousand tonnes of oil equivalent","18,711.856",""
"2000","Denmark","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","19,116.091",""
"2000","Denmark","Available for final consumption","Total","Thousand tonnes of oil equivalent","14,322.629",""
"2000","Germany (until 1990 former territory of the FRG)","Gross available energy","Total","Thousand tonnes of oil equivalent","344,632.692",""
"2000","Germany (until 1990 former territory of the FRG)","Total energy supply","Total","Thousand tonnes of oil equivalent","335,812.453",""
"2000","Germany (until 1990 former territory of the FRG)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","317,130.591",""
"2000","Germany (until 1990 former territory of the FRG)","Available for final consumption","Total","Thousand tonnes of oil equivalent","234,791.251",""
"2000","Estonia","Gross available energy","Total","Thousand tonnes of oil equivalent","4,813.459",""
"2000","Estonia","Total energy supply","Total","Thousand tonnes of oil equivalent","4,688.850",""
"2000","Estonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,557.433",""
"2000","Estonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,522.238",""
"2000","Ireland","Gross available energy","Total","Thousand tonnes of oil equivalent","14,524.639",""
"2000","Ireland","Total energy supply","Total","Thousand tonnes of oil equivalent","13,773.050",""
"2000","Ireland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","13,695.199",""
"2000","Ireland","Available for final consumption","Total","Thousand tonnes of oil equivalent","10,366.009",""
"2000","Greece","Gross available energy","Total","Thousand tonnes of oil equivalent","31,500.399",""
"2000","Greece","Total energy supply","Total","Thousand tonnes of oil equivalent","27,061.971",""
"2000","Greece","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","27,167.430",""
"2000","Greece","Available for final consumption","Total","Thousand tonnes of oil equivalent","18,460.576",""
"2000","Spain","Gross available energy","Total","Thousand tonnes of oil equivalent","130,037.451",""
"2000","Spain","Total energy supply","Total","Thousand tonnes of oil equivalent","121,241.266",""
"2000","Spain","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","114,531.310",""
"2000","Spain","Available for final consumption","Total","Thousand tonnes of oil equivalent","85,399.298",""
"2000","France","Gross available energy","Total","Thousand tonnes of oil equivalent","258,868.689",""
"2000","France","Total energy supply","Total","Thousand tonnes of oil equivalent","250,834.276",""
"2000","France","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","239,095.601",""
"2000","France","Available for final consumption","Total","Thousand tonnes of oil equivalent","156,741.651",""
"2000","Croatia","Gross available energy","Total","Thousand tonnes of oil equivalent","8,462.138",""
"2000","Croatia","Total energy supply","Total","Thousand tonnes of oil equivalent","8,377.185",""
"2000","Croatia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","7,785.961",""
"2000","Croatia","Available for final consumption","Total","Thousand tonnes of oil equivalent","6,594.516",""
"2000","Italy","Gross available energy","Total","Thousand tonnes of oil equivalent","176,185.338",""
"2000","Italy","Total energy supply","Total","Thousand tonnes of oil equivalent","171,712.361",""
"2000","Italy","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","166,110.856",""
"2000","Italy","Available for final consumption","Total","Thousand tonnes of oil equivalent","128,765.065",""
"2000","Cyprus","Gross available energy","Total","Thousand tonnes of oil equivalent","2,614.442",""
"2000","Cyprus","Total energy supply","Total","Thousand tonnes of oil equivalent","2,141.850",""
"2000","Cyprus","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,337.722",""
"2000","Cyprus","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,465.143",""
"2000","Latvia","Gross available energy","Total","Thousand tonnes of oil equivalent","3,872.533",""
"2000","Latvia","Total energy supply","Total","Thousand tonnes of oil equivalent","3,837.587",""
"2000","Latvia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","3,789.428",""
"2000","Latvia","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,255.524",""
"2000","Lithuania","Gross available energy","Total","Thousand tonnes of oil equivalent","7,441.157",""
"2000","Lithuania","Total energy supply","Total","Thousand tonnes of oil equivalent","7,326.192",""
"2000","Lithuania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,541.914",""
"2000","Lithuania","Available for final consumption","Total","Thousand tonnes of oil equivalent","4,251.898",""
"2000","Luxembourg","Gross available energy","Total","Thousand tonnes of oil equivalent","3,656.453",""
"2000","Luxembourg","Total energy supply","Total","Thousand tonnes of oil equivalent","3,335.611",""
"2000","Luxembourg","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","3,601.766",""
"2000","Luxembourg","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,244.745",""
"2000","Hungary","Gross available energy","Total","Thousand tonnes of oil equivalent","25,230.553",""
"2000","Hungary","Total energy supply","Total","Thousand tonnes of oil equivalent","24,990.379",""
"2000","Hungary","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","23,643.601",""
"2000","Hungary","Available for final consumption","Total","Thousand tonnes of oil equivalent","17,222.135",""
"2000","Malta","Gross available energy","Total","Thousand tonnes of oil equivalent","1,467.056",""
"2000","Malta","Total energy supply","Total","Thousand tonnes of oil equivalent","682.337",""
"2000","Malta","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","808.739",""
"2000","Malta","Available for final consumption","Total","Thousand tonnes of oil equivalent","319.335",""
"2000","Netherlands","Gross available energy","Total","Thousand tonnes of oil equivalent","91,428.924",""
"2000","Netherlands","Total energy supply","Total","Thousand tonnes of oil equivalent","74,966.750",""
"2000","Netherlands","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","66,937.181",""
"2000","Netherlands","Available for final consumption","Total","Thousand tonnes of oil equivalent","58,802.820",""
"2000","Austria","Gross available energy","Total","Thousand tonnes of oil equivalent","29,244.842",""
"2000","Austria","Total energy supply","Total","Thousand tonnes of oil equivalent","28,668.007",""
"2000","Austria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","27,494.057",""
